"global_id";"ObjectName";"NameWinter";"PhotoWinter";"AdmArea";"District";"Address";"Email";"WebSite";"HelpPhone";"HelpPhoneExtension";"WorkingHoursWinter";"ClarificationOfWorkingHoursWinter";"HasEquipmentRental";"EquipmentRentalComments";"HasTechService";"TechServiceComments";"HasDressingRoom";"HasEatery";"HasToilet";"HasWifi";"HasCashMachine";"HasFirstAidPost";"HasMusic";"UsagePeriodWinter";"DimensionsWinter";"Lighting";"SurfaceTypeWinter";"Seats";"Paid";"PaidComments";"DisabilityFriendly";"ServicesWinter";"geoData";"geodata_center";
"2644396530";"Спортивный комплекс образовательного учреждения";"Площадка для игры в баскетбол";"nested data";"Южный административный округ";"район Зябликово";"Ореховый проезд, дом 17, корпус 2";"534@edu.mos.ru";"sch534.mskobr.ru";"(495) 395-26-88";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.735169881, 55.62348035], type=Point}";"{coordinates=[37.735169881, 55.62348035], type=Point}";
"2644396534";"Спортивный комплекс образовательного учреждения";"Площадка для игры в футбол";"nested data";"Южный административный округ";"район Зябликово";"улица Мусы Джалиля, дом 6, корпус 3";"534@edu.mos.ru";"sch534.mskobr.ru";"(495) 395-26-88";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"нет";"01.09-31.08";"nested data";"освещение лампами накаливания";"газонное покрытие (искусственное)";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.738987022, 55.627927834], type=Point}";"{coordinates=[37.738987022, 55.627927834], type=Point}";
"2644396536";"Спортивный комплекс образовательного учреждения";"Площадка для игры в футбол";"nested data";"Южный административный округ";"район Орехово-Борисово Южное";"Воронежская улица, дом 46, корпус 3";"949@edu.mos.ru";"sch949u.mskobr.ru";"(495) 399-06-36";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"нет";"01.09-31.08";"nested data";"освещение газоразрядными лампами";"газонное покрытие (искусственное)";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.753643, 55.608486], type=Point}";"{coordinates=[37.753643, 55.608486], type=Point}";
"2644396537";"Спортивный комплекс образовательного учреждения";"Площадка для игры в футбол";"nested data";"Южный административный округ";"район Орехово-Борисово Южное";"Воронежская улица, дом 46, корпус 2";"949@edu.mos.ru";"sch949u.mskobr.ru";"(495) 397-01-11";"";"nested data";"";"нет";"";"нет";"нет";"да";"да";"да";"да";"нет";"да";"нет";"01.09-31.08";"nested data";"освещение светодиодными лампами";"газонное покрытие (искусственное)";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.75243, 55.609587], type=Point}";"{coordinates=[37.75243, 55.609587], type=Point}";
"2644396538";"Спортивный комплекс образовательного учреждения";"Площадка для игры в футбол";"nested data";"Южный административный округ";"район Нагатинский Затон";"Судостроительная улица, дом 32, корпус 3";"1527@edu.mos.ru";"gym1527u.mskobr.ru";"(499) 616-83-44";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"да";"да";"нет";"нет";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.688073293, 55.682376906], type=Point}";"{coordinates=[37.688073293, 55.682376906], type=Point}";
"2644396539";"Спортивный комплекс образовательного учреждения";"Площадка для игры в футбол";"nested data";"Западный административный округ";"район Фили-Давыдково";"Славянский бульвар, дом 11, корпус 3";"1248@edu.mos.ru";"sch1248.mskobr.ru";"(499) 445-00-94";"";"nested data";"";"нет";"";"да";"";"да";"да";"да";"да";"нет";"да";"да";"01.09-31.08";"nested data";"без дополнительного освещения";"газонное покрытие (искусственное)";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.466666888, 55.723413353], type=Point}";"{coordinates=[37.466666888, 55.723413353], type=Point}";
"2644396540";"Спортивный комплекс образовательного учреждения";"Площадка для игры в футбол";"nested data";"Западный административный округ";"район Фили-Давыдково";"Давыдковская улица, дом 2, корпус 6";"1248@edu.mos.ru";"sch1248.mskobr.ru";"(499) 445-00-94";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"да";"01.04-31.10";"nested data";"без дополнительного освещения";"газонное покрытие (натуральное)";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.473633307, 55.726112147], type=Point}";"{coordinates=[37.473633307, 55.726112147], type=Point}";
"2644396541";"Спортивный комплекс образовательного учреждения";"Универсальная спортивная площадка";"nested data";"Южный административный округ";"район Нагатинский Затон";"Затонная улица, дом 7, корпус 3";"1527@edu.mos.ru";"gym1527u.mskobr.ru";"(499) 616-83-44";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"да";"да";"нет";"нет";"нет";"01.09-31.08";"nested data";"смешанное освещение";"заливное покрытие";"0";"бесплатно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.688139955, 55.681200361], type=Point}";"{coordinates=[37.688139955, 55.681200361], type=Point}";
"2644396542";"Спортивный комплекс образовательного учреждения";"Площадка для игры в футбол";"nested data";"Зеленоградский административный округ";"район Матушкино";"город Зеленоград, корпус 163";"842@edu.mos.ru";"sch842zg.mskobr.ru";"(499) 734-14-76";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"газонное покрытие (натуральное)";"0";"бесплатно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.209961939, 56.005869616], type=Point}";"{coordinates=[37.209961939, 56.005869616], type=Point}";
"2644396543";"Спортивный комплекс образовательного учреждения";"Площадка для игры в футбол";"nested data";"Северный административный округ";"Савёловский район";"улица Нижняя Масловка, дом 16";"1601@edu.mos.ru";"cos1601.mskobr.ru";"(495) 613-37-07";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.573064151, 55.792622551], type=Point}";"{coordinates=[37.573064151, 55.792622551], type=Point}";
"2644396544";"Спортивный комплекс образовательного учреждения";"Универсальная спортивная площадка";"nested data";"Северный административный округ";"Савёловский район";"2-я Хуторская улица, дом 15";"1601@edu.mos.ru";"cos1601.mskobr.ru";"(495) 613-37-07";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.576172947, 55.806322007], type=Point}";"{coordinates=[37.576172947, 55.806322007], type=Point}";
"2644396546";"Спортивный комплекс образовательного учреждения";"Площадка для игры в футбол";"nested data";"Северо-Западный административный округ";"район Южное Тушино";"Светлогорский проезд, дом 7, корпус 1";"2097@edu.mos.ru";"sch2097sz.mskobr.ru/";"(495) 948-66-22";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"нет";"01.09-31.08";"nested data";"освещение газоразрядными лампами";"газонное покрытие (искусственное)";"60";"бесплатно";"0";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.401772384, 55.845903532], type=Point}";"{coordinates=[37.401772384, 55.845903532], type=Point}";
"2644396548";"Спортивный комплекс образовательного учреждения";"Площадка для игры в футбол";"nested data";"Южный административный округ";"район Орехово-Борисово Южное";"Елецкая улица, дом 12, корпус 3";"1636@edu.mos.ru";"gym1636u.mskobr.ru";"(495) 398-79-59";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"нет";"нет";"да";"нет";"01.09-31.08";"nested data";"освещение светодиодными лампами";"газонное покрытие (искусственное)";"15";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.729803719, 55.606160548], type=Point}";"{coordinates=[37.729803719, 55.606160548], type=Point}";
"2644396549";"Спортивный комплекс образовательного учреждения";"Площадка для игры в футбол";"nested data";"Южный административный округ";"район Орехово-Борисово Южное";"Воронежская улица, дом 7, корпус 2";"1636@edu.mos.ru";"gym1636u.mskobr.ru";"(495) 398-79-59";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"да";"01.09-31.08";"nested data";"освещение лампами накаливания";"газонное покрытие (искусственное)";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.729492024, 55.61123235], type=Point}";"{coordinates=[37.729492024, 55.61123235], type=Point}";
"2644396550";"Спортивный комплекс среднего профессионального образовательного учреждения";"Универсальная спортивная площадка";"nested data";"Южный административный округ";"район Нагатинский Затон";"Якорная улица, дом 6, корпус 1";"spo-36@edu.mos.ru";"collegefaberge.mskobr.ru";"(499) 618-01-29";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"нет";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.68241689, 55.686276099], type=Point}";"{coordinates=[37.68241689, 55.686276099], type=Point}";
"2644396553";"Спортивный комплекс образовательного учреждения";"Универсальная спортивная площадка";"nested data";"Юго-Восточный административный округ";"район Выхино-Жулебино";"Ферганский проезд, дом 5, корпус 2";"1363@edu.mos.ru";"sch1363uv.mskobr.ru";"(495) 376-61-44";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"нет";"01.09-31.08";"nested data";"освещение светодиодными лампами";"заливное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.822461047, 55.694893164], type=Point}";"{coordinates=[37.822461047, 55.694893164], type=Point}";
"2644396554";"Спортивный комплекс образовательного учреждения";"Универсальная спортивная площадка №1";"nested data";"Юго-Восточный административный округ";"район Выхино-Жулебино";"Ташкентский переулок, дом 7, корпус 3";"1363@edu.mos.ru";"sch1363uv.mskobr.ru";"(495) 376-61-44";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"освещение светодиодными лампами";"заливное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.8226937, 55.706752777], type=Point}";"{coordinates=[37.8226937, 55.706752777], type=Point}";
"2644396555";"Спортивный комплекс образовательного учреждения";"Универсальная спортивная площадка";"nested data";"Юго-Восточный административный округ";"район Выхино-Жулебино";"Рязанский проспект, дом 82, корпус 4";"1363@edu.mos.ru";"sch1363uv.mskobr.ru";"(495) 376-61-44";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"нет";"01.09-31.09";"nested data";"освещение светодиодными лампами";"заливное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.823683398, 55.708345819], type=Point}";"{coordinates=[37.823683398, 55.708345819], type=Point}";
"2644396557";"Спортивный комплекс образовательного учреждения";"Площадка для игры в футбол";"nested data";"Троицкий административный округ";"поселение Кленовское";"поселение Кленовское, село Кленово, Центральная улица, дом 3";"2073@edu.mos.ru";"sch2073.mskobr.ru";"(495) 865-63-72";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"да";"да";"нет";"нет";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"специальное покрытие";"66";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.344314127, 55.322383612], type=Point}";"{coordinates=[37.344314127, 55.322383612], type=Point}";
"2644396558";"Спортивный комплекс образовательного учреждения";"Универсальная спортивная площадка №2";"nested data";"Северный административный округ";"район Восточное Дегунино";"Дубнинская улица, дом 18А";"1794@edu.mos.ru";"sch1794s.mskobr.ru";"(499) 900-69-00";"";"nested data";"";"нет";"";"нет";"0";"да";"нет";"да";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.566770388, 55.869544267], type=Point}";"{coordinates=[37.566770388, 55.869544267], type=Point}";
"2644396559";"Спортивный комплекс образовательного учреждения";"Универсальная спортивная площадка №1";"nested data";"Северный административный округ";"район Восточное Дегунино";"Керамический проезд, дом 47А";"1794@edu.mos.ru";"sch1794s.mskobr.ru";"(499) 900-69-00";"";"nested data";"";"нет";"";"нет";"0";"да";"нет";"да";"да";"нет";"нет";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.566865938, 55.873231981], type=Point}";"{coordinates=[37.566865938, 55.873231981], type=Point}";
"2644396561";"Спортивный комплекс образовательного учреждения";"Универсальная спортивная площадка";"nested data";"Южный административный округ";"Донской район";"Загородное шоссе, дом 8А";"630@edu.mos.ru";"sch630.mskobr.ru";"(495) 954-93-65";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"да";"да";"нет";"нет";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"газонное покрытие (искусственное)";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.602558518, 55.693484114], type=Point}";"{coordinates=[37.602558518, 55.693484114], type=Point}";
"2644396562";"Спортивный комплекс образовательного учреждения";"Универсальная спортивная площадка №2";"nested data";"Северо-Восточный административный округ";"Бабушкинский район";"улица Менжинского, дом 30";"1095@edu.mos.ru";"sch1095sv.mskobr.ru";"(495) 470-91-55";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"да";"01.09-31.08";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.67037416, 55.870980282], type=Point}";"{coordinates=[37.67037416, 55.870980282], type=Point}";
"2644396563";"Спортивный комплекс среднего профессионального образовательного учреждения";"Универсальная спортивная площадка";"nested data";"Северо-Западный административный округ";"район Щукино";"улица Академика Бочвара, дом 2, корпус 2";"cpo-mtk@edu.mos.ru";"mtk.mskobr.ru";"(499) 638-37-00";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.461422653, 55.807538724], type=Point}";"{coordinates=[37.461422653, 55.807538724], type=Point}";
"2644396564";"Спортивный комплекс дошкольного образовательного учреждения";"Универсальная спортивная площадка";"nested data";"Северный административный округ";"район Беговой";"улица Поликарпова, дом 6";"1550@edu.mos.ru";"lyc1550.mskobr.ru";"(495) 946-17-24";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"нет";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.554027101, 55.777225222], type=Point}";"{coordinates=[37.554027101, 55.777225222], type=Point}";
"2644396567";"Спортивный комплекс образовательного учреждения";"Универсальная спортивная площадка №2";"nested data";"Юго-Западный административный округ";"район Южное Бутово";"улица Адмирала Руднева, дом 16, корпус 1";"2009@edu.mos.ru";"sch2009uz.mskobr.ru";"(499) 743-74-18";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.519944578, 55.541209255], type=Point}";"{coordinates=[37.519944578, 55.541209255], type=Point}";
"2644396568";"Спортивный комплекс образовательного учреждения";"Универсальная спортивная площадка";"nested data";"Юго-Западный административный округ";"район Южное Бутово";"улица Адмирала Лазарева, дом 40, корпус 2";"2009@edu.mos.ru";"sch2009uz.mskobr.ru";"(499) 743-74-18";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"приспособлен для всех групп инвалидов";"общая физическая подготовка";"{coordinates=[37.520502103, 55.54482708], type=Point}";"{coordinates=[37.520502103, 55.54482708], type=Point}";
"2644396569";"Спортивный комплекс образовательного учреждения";"Универсальная спортивная площадка №2";"nested data";"Центральный административный округ";"Таганский район";"Нижегородская улица, дом 3Б, строение 1";"1468@edu.mos.ru";"sch1468.mskobr.ru";"(495) 670-06-27";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"да";"да";"нет";"нет";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.679309624, 55.740843024], type=Point}";"{coordinates=[37.679309624, 55.740843024], type=Point}";
"2644396570";"Спортивный комплекс образовательного учреждения";"Универсальная спортивная площадка №1";"nested data";"Центральный административный округ";"Таганский район";"Нижегородская улица, дом 3Б, строение 1";"1468@edu.mos.ru";"sch1468.mskobr.ru";"(495) 670-06-27";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"да";"да";"нет";"нет";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.678825415, 55.740835379], type=Point}";"{coordinates=[37.678825415, 55.740835379], type=Point}";
"2644396571";"Спортивный комплекс образовательного учреждения";"Универсальная спортивная площадка";"nested data";"Центральный административный округ";"Таганский район";"Новорогожская улица, дом 18, строение 1";"1468@edu.mos.ru";"sch1468.mskobr.ru";"(495) 678-84-65";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"да";"да";"нет";"нет";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.686612471, 55.739998073], type=Point}";"{coordinates=[37.686612471, 55.739998073], type=Point}";
"2644396572";"Спортивный комплекс образовательного учреждения";"Универсальная спортивная площадка";"nested data";"Центральный административный округ";"Таганский район";"Брошевский переулок, дом 21";"1468@edu.mos.ru";"sch1468.mskobr.ru";"(495) 670-06-27";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"да";"да";"нет";"нет";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.673184099, 55.735741057], type=Point}";"{coordinates=[37.673184099, 55.735741057], type=Point}";
"2644396573";"Спортивный комплекс среднего профессионального образовательного учреждения";"Площадка для игры в футбол";"nested data";"Северный административный округ";"район Ховрино";"Фестивальная улица, дом 51";"spo-11@edu.mos.ru";"kp11.mskobr.ru";"(495) 456-44-01";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"освещение газоразрядными лампами";"газонное покрытие (искусственное)";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.492368098, 55.860233049], type=Point}";"{coordinates=[37.492368098, 55.860233049], type=Point}";
"2644396575";"Спортивный комплекс образовательного учреждения";"Площадка для игры в футбол";"nested data";"Южный административный округ";"Даниловский район";"улица Симоновский Вал, дом 18А";"463@edu.mos.ru";"schu463.mskobr.ru/";"(495) 674-10-15";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"да";"да";"нет";"нет";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"газонное покрытие (искусственное)";"0";"бесплатно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.661547635, 55.722288303], type=Point}";"{coordinates=[37.661547635, 55.722288303], type=Point}";
"2644396577";"Спортивный комплекс образовательного учреждения";"Площадка для игры в футбол";"nested data";"Южный административный округ";"район Царицыно";"Ереванская улица, дом 20, корпус 2";"1466@edu.mos.ru";"sch1466u.mskobr.ru";"(495) 322-08-81";"";"nested data";"";"нет";"";"нет";"0";"да";"да";"нет";"да";"нет";"да";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"газонное покрытие (искусственное)";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.674323105, 55.62812481], type=Point}";"{coordinates=[37.674323105, 55.62812481], type=Point}";
"2644396581";"Спортивный комплекс образовательного учреждения";"Площадка для игры в футбол";"nested data";"Восточный административный округ";"район Ивановское";"улица Сталеваров, дом 20А";"1504@edu.mos.ru";"gym1504.mskobr.ru";"(495) 303-23-88";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.836967608, 55.755483295], type=Point}";"{coordinates=[37.836967608, 55.755483295], type=Point}";
"2644396582";"Спортивный комплекс образовательного учреждения";"Универсальная спортивная площадка";"nested data";"Восточный административный округ";"район Ивановское";"улица Сталеваров, дом 16А";"1504@edu.mos.ru";"gym1504.mskobr.ru";"(495) 302-64-04";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"да";"да";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.83685431, 55.756730293], type=Point}";"{coordinates=[37.83685431, 55.756730293], type=Point}";
"2644396583";"Спортивный комплекс образовательного учреждения";"Универсальная спортивная площадка №1";"nested data";"Восточный административный округ";"район Ивановское";"улица Сталеваров, дом 10А";"1504@edu.mos.ru";"gym1504.mskobr.ru";"(495) 307-05-00";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"да";"да";"нет";"нет";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.839055761, 55.762106692], type=Point}";"{coordinates=[37.839055761, 55.762106692], type=Point}";
"2644396587";"Спортивный комплекс образовательного учреждения";"Площадка для игры в футбол";"nested data";"Юго-Западный административный округ";"Ломоносовский район";"улица Вавилова, дом 91";"1205@edu.mos.ru";"sch1205uz.mskobr.ru";"(499) 128-18-33";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"освещение газоразрядными лампами";"специальное покрытие";"0";"бесплатно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.544512395, 55.676858757], type=Point}";"{coordinates=[37.544512395, 55.676858757], type=Point}";
"2644396588";"Спортивный комплекс образовательного учреждения";"Площадка для игры в футбол";"nested data";"Юго-Западный административный округ";"район Зюзино";"Одесская улица, дом 13";"1279@edu.mos.ru";"sch1279.mskobr.ru";"(495) 310-25-16";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.597504583, 55.659899335], type=Point}";"{coordinates=[37.597504583, 55.659899335], type=Point}";
"2644396589";"Спортивный комплекс образовательного учреждения";"Универсальная спортивная площадка";"nested data";"Юго-Западный административный округ";"район Зюзино";"Болотниковская улица, дом 36А";"1279@edu.mos.ru";"sch1279.mskobr.ru";"(495) 123-65-14";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"да";"да";"нет";"нет";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.594169627, 55.660977998], type=Point}";"{coordinates=[37.594169627, 55.660977998], type=Point}";
"2644396591";"Спортивный комплекс образовательного учреждения";"Универсальная спортивная площадка №1";"nested data";"Юго-Западный административный округ";"район Зюзино";"Сивашская улица, дом 2, корпус 1";"1279@edu.mos.ru";"sch1279.mskobr.ru";"(499) 317-16-27";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"нет";"нет";"да";"да";"01.09-31.08";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.605214202, 55.660553964], type=Point}";"{coordinates=[37.605214202, 55.660553964], type=Point}";
"2644396592";"Спортивный комплекс образовательного учреждения";"Универсальная спортивная площадка №2";"nested data";"Юго-Западный административный округ";"район Зюзино";"Сивашская улица, дом 2, корпус 1";"1279@edu.mos.ru";"sch1279.mskobr.ru";"(499) 317-16-27";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"нет";"нет";"да";"да";"01.09-31.08";"nested data";"смешанное освещение";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.606569569, 55.659788953], type=Point}";"{coordinates=[37.606569569, 55.659788953], type=Point}";
"2644396593";"Спортивный комплекс образовательного учреждения";"Площадка для игры в футбол";"nested data";"Юго-Западный административный округ";"район Зюзино";"Азовская улица, дом 2, корпус 2";"1279@edu.mos.ru";"sch1279.mskobr.ru";"(499) 619-39-43";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"да";"да";"нет";"нет";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"специальное покрытие";"45";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.603054632, 55.663200341], type=Point}";"{coordinates=[37.603054632, 55.663200341], type=Point}";
"2644396595";"Спортивный комплекс образовательного учреждения";"Универсальная спортивная площадка";"nested data";"Юго-Западный административный округ";"район Зюзино";"Азовская улица, дом 2, корпус 2";"1279@edu.mos.ru";"sch1279.mskobr.ru";"(499) 619-39-43";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"да";"да";"нет";"нет";"нет";"01.09-31.08";"nested data";"смешанное освещение";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.603244514, 55.662817432], type=Point}";"{coordinates=[37.603244514, 55.662817432], type=Point}";
"2644396597";"Спортивный комплекс образовательного учреждения";"Площадка для игры в футбол";"nested data";"Северо-Восточный административный округ";"район Лианозово";"Псковская улица, дом 12, корпус 3";"1573@edu.mos.ru";"gum1573.mskobr.ru";"(499) 501-13-27";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"нет";"01.09-31.08";"nested data";"освещение газоразрядными лампами";"газонное покрытие (искусственное)";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.553471296, 55.903054543], type=Point}";"{coordinates=[37.553471296, 55.903054543], type=Point}";
"2644396598";"Спортивный комплекс образовательного учреждения";"Универсальная спортивная площадка";"nested data";"Северо-Восточный административный округ";"район Лианозово";"Псковская улица, дом 12, корпус 3";"1573@edu.mos.ru";"gum1573.mskobr.ru";"(499) 501-13-27";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.553377172, 55.903486779], type=Point}";"{coordinates=[37.553377172, 55.903486779], type=Point}";
"2644396599";"Спортивный комплекс среднего профессионального образовательного учреждения";"Универсальная спортивная площадка";"nested data";"Северный административный округ";"Тимирязевский район";"Тимирязевская улица, дом 21";"spo-10@edu.mos.ru";"ksu10.mskobr.ru";"(495) 610-20-09";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"да";"да";"нет";"нет";"нет";"01.09-31.08";"nested data";"освещение газоразрядными лампами";"заливное покрытие";"0";"бесплатно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.565197118, 55.81327978], type=Point}";"{coordinates=[37.565197118, 55.81327978], type=Point}";
